word,meaning
เซรุ่ม,{'คำนาม': ['น้ำเลือดสีเหลืองใส มีภูมิต้านทานต่อชีวพิษหรือต่อเชื้อโรค แยกได้จากเลือดที่แข็งตัวแล้วของสัตว์เช่นม้าหรือกระต่ายที่ได้รับการกระตุ้นด้วยชีวพิษเช่นพิษงู หรือเชื้อโรคเพื่อให้เกิดภูมิต้านทาน ใช้ฉีดรักษาผู้ป่วยที่ได้รับชีวพิษหรือเชื้อโรคดังกล่าวเพื่อลดพิษหรือทำลายเชื้อโรค']}
เจ๊ง,"{'คำกริยา': ['เลิกล้มกิจการเพราะหมดทุน', 'สิ้นสุด', 'พัง, ชำรุด']}"
ขยายเสียง,{'คำกริยา': ['ทำให้เสียงดังและกระจายออกไป']}
จาน,"{'คำนาม': ['ภาชนะรูปแบน ๆ สำหรับใส่สิ่งของต่าง ๆ ', 'เรียกของที่มีลักษณะเช่นนั้น', 'เรียกมะเขือชนิดหนึ่ง ว่า มะเขือจาน, คู่กับ มะเขือถ้วย', 'ทอง, ชื่อพรรณไม้ในสกุล Butea วงศ์ Leguminosae'], 'คำลักษณนาม': ['เรียกสิ่งของที่บรรจุอยู่ในจาน'], 'คำกริยา': ['เจือหรือปนด้วยน้ำ']}"
ตระคัร,{'คำนาม': ['ไม้กฤษณา']}
ตรคัล,{'คำนาม': ['ไม้กฤษณา']}
พฤภูษิต,"{'คำคุณศัพท์': ['แต่งแล้ว, ประดับแล้ว']}"
ไภษัชยคุรุ,"{'คำวิสามานยนาม': ['พระนามพระโพธิสัตว์องค์หนึ่งในพระพุทธศาสนาฝ่ายมหายาน', 'ชื่อพระกริ่ง']}"
ม่าน,"{'คำนาม': ['เครื่องกั้นบัง โดยปรกติทำด้วยผ้า ใช้ห้อยกั้นห้องหรือประตูหน้าต่างเป็นต้น', 'โดยปริยายใช้เรียกสิ่งอื่นที่มีลักษณะเช่นนั้น'], 'คำวิสามานยนาม': ['พม่า']}"
ช่อ,"{'คำนาม': ['ใบไม้หรือดอกไม้ที่แตกออกเป็นพวง', 'เรียกดอกของต้นไม้บางชนิดเช่นมะม่วงและสะเดาที่ออกดอกเล็ก ๆ เป็นกลุ่มหรือเป็นพวง', 'ใบไม้หรือดอกไม้ที่ผูกเป็นกลุ่มหรือเป็นพวง', 'โดยปริยายเรียกสิ่งอื่นที่มีลักษณะคล้ายคลึงเช่นนั้น'], 'คำกริยา': ['ชักรอก']}"
อสฺมนฺ,{'คำนาม': ['หิน']}
แรด,{'คำนาม': ['ชื่อสัตว์เลี้ยงลูกด้วยน้ำนมขนาดใหญ่ในวงศ์ Rhinocerotidae เป็นสัตว์กีบคี่ มีนิ้ว 3 นิ้ว หนังหนา ขาสั้น ตาเล็ก หูตั้ง ประสาทการมองเห็นไม่ค่อยดีแต่ประสาทการดมกลิ่นดีมาก ชอบนอนแช่ปลักโคลนตามหนองน้ำ ในประเทศไทย มี 2 ชนิด คือ แรดนอเดียว เรียกทั่วไปว่า แรด หรือแรดชวา (Rhinoceros sondaicus) และกระซู่หรือแรดสุมาตรา (Dicerorhinus sumatrensis) มีนอ 2 นอ']}
คอซอง,"{'คำนาม': ['ผ้าผูกคอแบบหนึ่ง ผูกใต้คอปกเสื้อกะลาสี', 'ซอกที่อยู่หัวเรือหรือท้ายเรือ']}"
อคติ,"{'คำนาม': ['ความลำเอียง (โดยทั่วไป)', 'ความลำเอียง มี 4 อย่าง คือ ฉันทาคติ โทสาคติ ภยาคติ โมหาคติ', 'ธรรมชาติมิใช่เป็นที่ไปแห่งพระอริยเจ้า หรือท่านผู้รู้', 'กิริยาที่ไม่ควรถึง, กิริยาที่ไม่ควรประพฤติ, คติไม่ควร', 'ความลำเอียง']}"
ขานาง,{'คำนาม': ['ชื่อไม้ต้นขนาดใหญ่ชนิด Homalium tomentosum (Vent.) Benth. ในวงศ์ Flacourtiaceae ดอกเล็ก สีเหลืองอ่อน กลิ่นเหม็น']}
สรรพ,"{'คำคุณศัพท์': ['ทุกสิ่ง, ทั้งปวง, ทั้งหมด, ทั้งมวล']}"
สัพ,"{'คำคุณศัพท์': ['ทุกสิ่ง, ทั้งปวง, ทั้งหมด']}"
สัพพะ,"{'คำคุณศัพท์': ['ทุกสิ่ง, ทั้งปวง, ทั้งหมด']}"
สรรพ์,"{'คำคุณศัพท์': ['ทุกสิ่ง, ทั้งปวง, ทั้งหมด, ทั้งมวล']}"
ละหุ่ง,{'คำนาม': ['ชื่อไม้พุ่มชนิด Ricinus communis L. ในวงศ์ Euphorbiaceae เมล็ดเป็นพิษ น้ำมันที่ได้จากการหีบโดยไม่ใช้ความร้อนใช้ทำยาได้']}
